time/total_timesteps,rollout/ep_len_mean,time/iterations,time/fps,rollout/ep_rew_mean,time/time_elapsed,train/approx_kl,train/n_updates,train/clip_fraction,train/loss,train/clip_range,train/value_loss,train/explained_variance,train/learning_rate,train/entropy_loss,train/policy_gradient_loss
1669120,7.19,1,1578,-60537.9,1,,,,,,,,,,
1671168,7.96,2,918,-73712.7,4,9.313226e-09,8150,0.0,1513233152.0,0.2,3051849344.0,0.0,0.00032,-1.3806792378425599,-3.4034522832371296e-05
1673216,7.35,3,974,-70009.1,6,6.373739e-09,8160,0.0,1741928960.0,0.2,3585174201.6,0.0,0.00032,-1.3805462449789048,-3.53317562257871e-05
1675264,8.34,4,1051,-67954.3,7,6.9849193e-09,8170,0.0,1807996416.0,0.2,3689080915.2,-1.1920928955078125e-07,0.00032,-1.3805808871984482,-3.205784596502781e-05
1677312,8.41,5,1105,-73304.6,9,5.9371814e-09,8180,0.0,1540538112.0,0.2,2906714956.8,0.0,0.00032,-1.3806365549564361,-3.6714797897730025e-05
1679360,7.35,6,1144,-68769.7,10,5.0931703e-09,8190,0.0,2162797056.0,0.2,4281672940.8,1.1920928955078125e-07,0.00032,-1.3804914027452468,-2.6725209318101405e-05
1681408,8.31,7,1174,-79066.3,12,5.0349627e-09,8200,0.0,1679966464.0,0.2,3461010521.6,0.0,0.00032,-1.3804946750402451,-2.8484404901973902e-05
1683456,7.46,8,1005,-70418.0,16,5.7916623e-09,8210,0.0,2068628992.0,0.2,3987195827.2,0.0,0.00032,-1.3804389655590057,-2.959158446174115e-05
1685504,7.02,9,1037,-68357.4,17,8.993084e-09,8220,0.0,1762300672.0,0.2,3376336556.8,0.0,0.00032,-1.3804229915142059,-3.617980401031673e-05
1687552,7.52,10,1065,-75765.2,19,5.6170393e-09,8230,0.0,1896128256.0,0.2,3697621568.0,0.0,0.00032,-1.3804402232170105,-3.3602076291572304e-05
1689600,7.81,11,1087,-69604.0,20,5.529728e-09,8240,0.0,2195126528.0,0.2,3904383929.6,0.0,0.00032,-1.3804202616214751,-2.945170854218304e-05
1691648,7.26,12,1108,-71244.9,22,4.1618478e-09,8250,0.0,1599784448.0,0.2,3295080953.6,0.0,0.00032,-1.3804926455020905,-2.26948584895581e-05
1693696,6.84,13,965,-68774.6,27,5.326001e-09,8260,0.0,1721698816.0,0.2,3659518956.8,0.0,0.00032,-1.3804195553064347,-3.4516584128141405e-05
1695744,7.55,14,986,-68775.3,29,5.296897e-09,8270,0.0,1735504768.0,0.2,3280968691.2,0.0,0.00032,-1.3803702682256698,-3.3171303221024574e-05
