time/total_timesteps,rollout/ep_len_mean,time/iterations,time/fps,rollout/ep_rew_mean,time/time_elapsed,train/approx_kl,train/n_updates,train/clip_fraction,train/loss,train/clip_range,train/value_loss,train/explained_variance,train/learning_rate,train/entropy_loss,train/policy_gradient_loss
3487744,7.84,1,1603,-57187.0,1,,,,,,,,,,
3489792,7.57,2,1485,-63536.3,2,3.6670826e-09,17030,0.0,1128660224.0,0.2,2357291158.4,1.7881393432617188e-07,0.00032,-1.3614293962717057,-2.7800304815173148e-05
3491840,8.83,3,1457,-61563.0,4,3.958121e-09,17040,0.0,1579004672.0,0.2,2972876448.0,5.960464477539063e-08,0.00032,-1.361364883184433,-2.5137711782008408e-05
3493888,7.2,4,1444,-57186.7,5,1.2019882e-08,17050,0.0,1052271360.0,0.2,2093987187.2,-1.1920928955078125e-07,0.00032,-1.3616867870092393,-3.27475368976593e-05
3495936,6.77,5,1436,-57579.5,7,1.4319085e-08,17060,0.0,1020733760.0,0.2,2224109376.0,0.0,0.00032,-1.3612075209617616,-4.083105595782399e-05
3497984,7.66,6,1425,-58388.8,8,1.6618287e-08,17070,0.0,1460258944.0,0.2,2642757209.6,0.0,0.00032,-1.3611620038747787,-4.69685037387535e-05
3500032,8.13,7,1174,-65523.3,12,8.236384e-09,17080,0.0,1093588096.0,0.2,2159033942.4,-1.1920928955078125e-07,0.00032,-1.3611845195293426,-3.2339512836188077e-05
3502080,9.02,8,1173,-60374.6,13,5.529728e-09,17090,0.0,1254563968.0,0.2,2538078662.4,-1.1920928955078125e-07,0.00032,-1.361070102453232,-3.435615508351475e-05
3504128,8.83,9,1012,-59571.5,18,7.858034e-09,17100,0.0,1215848704.0,0.2,2278031651.2,1.1920928955078125e-07,0.00032,-1.3609933018684388,-3.4850079100579026e-05
3506176,6.66,10,903,-59568.7,22,1.0244548e-08,17110,0.0,1225811328.0,0.2,2355349760.0,0.0,0.00032,-1.3608766585588454,-3.77124990336597e-05
3508224,7.33,11,852,-57982.4,26,6.0827006e-09,17120,0.0,1300124288.0,0.2,2755795264.0,-1.1920928955078125e-07,0.00032,-1.3604602545499802,-3.146851086057723e-05
3510272,6.83,12,881,-60360.9,27,6.4028427e-09,17130,0.0,951421376.0,0.2,2082808534.4,5.960464477539063e-08,0.00032,-1.3606980353593827,-3.3226204686798154e-05
3512320,6.53,13,879,-58768.9,30,1.6822014e-08,17140,0.0,1167916288.0,0.2,2352624633.6,0.0,0.00032,-1.3607082039117813,-4.095598123967648e-05
3514368,6.17,14,904,-57180.3,31,7.916242e-09,17150,0.0,1276317184.0,0.2,2485173734.4,0.0,0.00032,-1.3608232468366623,-3.265399136580527e-05
3516416,8.04,15,908,-59573.2,33,5.122274e-09,17160,0.0,1253403264.0,0.2,2546801619.2,0.0,0.00032,-1.3608019202947617,-2.4860355188138784e-05
3518464,6.85,16,866,-58377.0,37,5.7916623e-09,17170,0.0,1257389952.0,0.2,2426357174.4,0.0,0.00032,-1.360501128435135,-3.056940040551126e-05
3520512,7.78,17,885,-59573.7,39,9.255018e-09,17180,0.0,1240209920.0,0.2,2463642252.8,0.0,0.00032,-1.3609058201313018,-3.3566553611308336e-05
