time/total_timesteps,rollout/ep_len_mean,time/iterations,time/fps,rollout/ep_rew_mean,time/time_elapsed,train/approx_kl,train/n_updates,train/clip_fraction,train/loss,train/clip_range,train/value_loss,train/explained_variance,train/learning_rate,train/entropy_loss,train/policy_gradient_loss
1517568,7.89,1,1587,-73567.1,1,,,,,,,,,,
1519616,7.48,2,1494,-67270.8,2,3.5215635e-09,7410,0.0,1608185088.0,0.2,3127443980.8,0.0,0.00032,-1.3828738331794739,-2.833553880918771e-05
1521664,7.85,3,1464,-73959.6,4,4.5110937e-09,7420,0.0,1978252928.0,0.2,4003771916.8,0.0,0.00032,-1.3828250408172607,-2.8352081426419317e-05
1523712,8.43,4,1450,-69240.7,5,6.344635e-09,7430,0.0,1696452864.0,0.2,3618158016.0,0.0,0.00032,-1.3828605860471725,-2.8053816640749575e-05
1525760,7.65,5,1442,-67276.2,7,3.6961865e-09,7440,0.0,1773242112.0,0.2,3481461030.4,-1.1920928955078125e-07,0.00032,-1.3828394740819931,-2.7072867669630796e-05
1527808,8.5,6,1389,-70031.4,8,4.3364707e-09,7450,0.0,1575313792.0,0.2,3273062131.2,0.0,0.00032,-1.3828195422887801,-2.7423162828199564e-05
1529856,7.18,7,1392,-67271.9,10,6.1409082e-09,7460,0.0,1727771776.0,0.2,3448147865.6,-1.1920928955078125e-07,0.00032,-1.382822221517563,-3.05354013107717e-05
1531904,7.58,8,1104,-64910.9,14,5.47152e-09,7470,0.0,1510740352.0,0.2,3122822393.6,0.0,0.00032,-1.3828129112720489,-2.6784837245941162e-05
1533952,8.49,9,990,-71604.1,18,5.995389e-09,7480,0.0,1623589632.0,0.2,3639100128.0,0.0,0.00032,-1.3827767312526702,-2.6318739401176572e-05
1536000,8.08,10,1021,-73564.9,20,6.170012e-09,7490,0.0,1770242176.0,0.2,3773247174.4,-1.1920928955078125e-07,0.00032,-1.3827301919460298,-2.544125309213996e-05
1538048,8.37,11,1047,-72779.9,21,4.5693014e-09,7500,0.0,1937658112.0,0.2,3771969971.2,-1.1920928955078125e-07,0.00032,-1.3827539652585983,-2.7345895068719984e-05
1540096,8.96,12,1057,-75143.4,23,6.024493e-09,7510,0.0,1631152128.0,0.2,3459742393.6,0.0,0.00032,-1.3827424436807632,-2.8270078473724425e-05
1542144,7.37,13,1079,-70023.7,24,3.6961865e-09,7520,0.0,2075565824.0,0.2,3983198560.0,5.960464477539063e-08,0.00032,-1.3827291220426559,-2.45843970333226e-05
1544192,7.65,14,1097,-69632.5,26,6.5774657e-09,7530,0.0,1868639872.0,0.2,3649947360.0,0.0,0.00032,-1.382703971862793,-3.2924575498327614e-05
1546240,8.04,15,1031,-71597.0,29,4.7439244e-09,7540,0.0,1912540160.0,0.2,3802032550.4,0.0,0.00032,-1.3827321469783782,-2.9594538500532507e-05
1548288,8.84,16,1049,-70818.4,31,5.7916623e-09,7550,0.0,1735202432.0,0.2,3528220576.0,-1.1920928955078125e-07,0.00032,-1.3826680034399033,-2.7021401911042632e-05
1550336,8.0,17,1065,-68846.7,32,2.9976945e-09,7560,0.0,1777850112.0,0.2,3478729568.0,5.960464477539063e-08,0.00032,-1.3826881140470504,-2.588902716524899e-05
1552384,7.3,18,998,-68846.0,36,5.7916623e-09,7570,0.0,1600433280.0,0.2,3408599564.8,0.0,0.00032,-1.3826551944017411,-2.637244760990143e-05
1554432,7.23,19,1013,-65698.1,38,5.4424163e-09,7580,0.0,1507499904.0,0.2,3319646931.2,0.0,0.00032,-1.3827196061611176,-2.659645106177777e-05
1556480,7.04,20,1028,-69238.8,39,3.434252e-09,7590,0.0,1499680768.0,0.2,3171695577.6,0.0,0.00032,-1.382674714922905,-3.066453791689128e-05
1558528,6.99,21,1041,-68844.9,41,6.170012e-09,7600,0.0,1692860672.0,0.2,3227138316.8,0.0,0.00032,-1.382611706852913,-3.248925204388797e-05
1560576,7.12,22,1054,-65699.2,42,5.500624e-09,7610,0.0,1316470272.0,0.2,2910131827.2,-1.1920928955078125e-07,0.00032,-1.382629007101059,-3.355671651661396e-05
1562624,7.11,23,1066,-64913.6,44,6.373739e-09,7620,0.0,2085482240.0,0.2,3949541990.4,0.0,0.00032,-1.3825679004192353,-2.793818130157888e-05
1564672,8.58,24,1077,-72784.7,45,5.3842086e-09,7630,0.0,1482613120.0,0.2,2942760595.2,0.0,0.00032,-1.3826296120882033,-3.225098480470478e-05
1566720,8.19,25,1084,-71210.0,47,5.646143e-09,7640,0.0,1548231168.0,0.2,3309534988.8,-1.1920928955078125e-07,0.00032,-1.3826050966978074,-2.7119513833895326e-05
1568768,7.63,26,1061,-68059.5,50,5.995389e-09,7650,0.0,1700168192.0,0.2,3623381401.6,5.960464477539063e-08,0.00032,-1.3826205253601074,-2.9247719794511795e-05
1570816,7.8,27,1071,-69246.4,51,6.199116e-09,7660,0.0,1817625344.0,0.2,3636054323.2,0.0,0.00032,-1.382522600889206,-2.847443975042552e-05
1572864,7.87,28,1078,-67277.2,53,3.8999133e-09,7670,0.0,1657743104.0,0.2,3222048537.6,0.0,0.00032,-1.3825525254011155,-2.914658689405769e-05
1574912,6.94,29,1087,-68843.2,54,5.7916623e-09,7680,0.0,1736161024.0,0.2,3292107449.6,1.7881393432617188e-07,0.00032,-1.382512977719307,-3.231580776628107e-05
1576960,7.71,30,1081,-60586.8,56,4.3946784e-09,7690,0.0,2059740672.0,0.2,3931818572.8,0.0,0.00032,-1.3825296580791473,-2.8729293262585998e-05
1579008,7.81,31,1053,-70816.2,60,4.5693014e-09,7700,0.0,1176709120.0,0.2,2566583116.8,0.0,0.00032,-1.3825978368520737,-2.8473304701037706e-05
1581056,7.23,32,1062,-64911.4,61,5.7625584e-09,7710,0.0,1513117568.0,0.2,3421572019.2,1.1920928955078125e-07,0.00032,-1.3824782580137254,-2.666193468030542e-05
1583104,6.98,33,1070,-71987.2,63,5.7334546e-09,7720,0.0,1796841344.0,0.2,3450163507.2,0.0,0.00032,-1.3825631141662598,-2.72208359092474e-05
1585152,7.47,34,1078,-75139.0,64,5.9080776e-09,7730,0.0,1553864704.0,0.2,3197618764.8,-1.1920928955078125e-07,0.00032,-1.382489523291588,-3.100935718975961e-05
1587200,6.92,35,1085,-60585.4,66,6.0827006e-09,7740,0.0,1828472832.0,0.2,3601119302.4,0.0,0.00032,-1.382463851571083,-3.388519398868084e-05
1589248,8.04,36,1092,-74348.3,67,5.2095857e-09,7750,0.0,1644293120.0,0.2,3082817580.8,0.0,0.00032,-1.3824760019779205,-2.7829264581669122e-05
1591296,7.47,37,1099,-66091.5,68,6.548362e-09,7760,0.0,1885248768.0,0.2,4197237318.4,1.1920928955078125e-07,0.00032,-1.3823903262615205,-2.661326143424958e-05
