time/total_timesteps,rollout/ep_len_mean,time/iterations,time/fps,rollout/ep_rew_mean,time/time_elapsed,train/approx_kl,train/n_updates,train/clip_fraction,train/loss,train/clip_range,train/value_loss,train/explained_variance,train/learning_rate,train/entropy_loss,train/policy_gradient_loss
911360,7.68,1,1590,-71004.6,1,,,,,,,,,,
913408,9.13,2,1480,-80142.2,2,4.452886e-09,4450,0.0,1818118016.0,0.2,3644188166.4,0.0,0.00032,-1.3849452644586564,-2.8690832550637424e-05
915456,9.1,3,1441,-79729.4,4,6.373739e-09,4460,0.0,2081281920.0,0.2,4472482182.4,0.0,0.00032,-1.3849230408668518,-3.196274628862739e-05
917504,7.28,4,1425,-73906.6,5,6.2573235e-09,4470,0.0,2005965312.0,0.2,4014982956.8,0.0,0.00032,-1.3849114269018172,-2.9137043748050927e-05
919552,7.12,5,1421,-83037.5,7,4.7148205e-09,4480,0.0,2142410496.0,0.2,4234777715.2,-1.1920928955078125e-07,0.00032,-1.3848686546087265,-3.304519632365555e-05
921600,7.28,6,1417,-72659.5,8,6.9558155e-09,4490,0.0,2277773056.0,0.2,4498586489.6,0.0,0.00032,-1.3848839312791825,-3.260794328525662e-05
923648,8.25,7,1208,-80967.7,11,6.0827006e-09,4500,0.0,2252295168.0,0.2,4061817414.4,0.0,0.00032,-1.384878784418106,-3.839595592580736e-05
925696,7.47,8,1201,-67265.7,13,5.995389e-09,4510,0.0,2022506496.0,0.2,3959386169.6,0.0,0.00032,-1.384874638915062,-3.3734797034412624e-05
927744,7.37,9,1220,-73907.5,15,4.7439244e-09,4520,0.0,1574576256.0,0.2,3002171251.2,-1.1920928955078125e-07,0.00032,-1.3848806083202363,-2.811374142765999e-05
929792,8.53,10,1235,-81802.6,16,7.1304385e-09,4530,0.0,2190182400.0,0.2,4619835232.0,0.0,0.00032,-1.384840965270996,-3.3948826603591443e-05
931840,7.56,11,1248,-78890.6,18,6.722985e-09,4540,0.0,2155607552.0,0.2,4579988396.8,-1.1920928955078125e-07,0.00032,-1.3848500937223434,-3.1105632660910484e-05
933888,7.93,12,1259,-80137.1,19,6.2864274e-09,4550,0.0,2252925184.0,0.2,4206554233.6,5.960464477539063e-08,0.00032,-1.3848128378391267,-3.1072119600139556e-05
935936,7.82,13,1268,-76399.2,20,6.199116e-09,4560,0.0,1927497600.0,0.2,3798844608.0,-1.1920928955078125e-07,0.00032,-1.3848029911518096,-3.341113333590329e-05
937984,7.0,14,1271,-70585.2,22,6.170012e-09,4570,0.0,1967875584.0,0.2,3878957964.8,0.0,0.00032,-1.3848220646381377,-3.385371528565884e-05
940032,7.07,15,1277,-67678.7,24,6.373739e-09,4580,0.0,2239108352.0,0.2,4353083571.2,0.0,0.00032,-1.3847947686910629,-3.169661213178188e-05
942080,7.55,16,1284,-75571.5,25,5.4424163e-09,4590,0.0,1967456384.0,0.2,3822251904.0,0.0,0.00032,-1.3848266363143922,-2.8541218489408494e-05
944128,7.71,17,1192,-80137.3,29,6.9849193e-09,4600,0.0,2169979136.0,0.2,4492400121.6,0.0,0.00032,-1.3847605139017105,-3.3091992372646926e-05
946176,7.81,18,1202,-76398.4,30,6.693881e-09,4610,0.0,2195662592.0,0.2,4271056409.6,-1.1920928955078125e-07,0.00032,-1.3847647666931153,-3.690246376208961e-05
948224,7.96,19,1211,-79307.4,32,6.344635e-09,4620,0.0,2492823808.0,0.2,4360708864.0,-1.1920928955078125e-07,0.00032,-1.3847617596387862,-2.9642609297297896e-05
950272,7.61,20,1219,-74738.6,33,6.344635e-09,4630,0.0,2219372288.0,0.2,4050540947.2,5.960464477539063e-08,0.00032,-1.3847569823265076,-3.3154548145830634e-05
952320,8.18,21,1224,-81383.8,35,6.4028427e-09,4640,0.0,2060049280.0,0.2,4436046937.6,0.0,0.00032,-1.384735929965973,-3.140356275252998e-05
954368,8.91,22,1226,-81389.4,36,6.315531e-09,4650,0.0,2119353088.0,0.2,4044555008.0,1.1920928955078125e-07,0.00032,-1.3847336947917939,-3.1869520898908374e-05
956416,8.52,23,1232,-75992.1,38,5.529728e-09,4660,0.0,2020469120.0,0.2,3878028166.4,0.0,0.00032,-1.3847254931926727,-2.7760944794863464e-05
958464,8.66,24,1238,-78069.8,39,5.9080776e-09,4670,0.0,2184721408.0,0.2,4443843392.0,0.0,0.00032,-1.3847142994403838,-2.7271625003777445e-05
960512,7.27,25,1244,-76398.3,41,3.783498e-09,4680,0.0,2196731136.0,0.2,4150268921.6,0.0,0.00032,-1.384725856781006,-2.6989425532519817e-05
962560,8.36,26,1249,-82630.5,42,6.170012e-09,4690,0.0,1926510336.0,0.2,4106111609.6,0.0,0.00032,-1.3846919804811477,-3.516876313369721e-05
964608,7.81,27,1241,-78475.9,44,4.2200554e-09,4700,0.0,2103350016.0,0.2,4236152057.6,0.0,0.00032,-1.3846661835908889,-3.1736839446239173e-05
966656,7.86,28,1246,-75986.2,46,6.868504e-09,4710,0.0,2023089024.0,0.2,4142064000.0,1.1920928955078125e-07,0.00032,-1.3846616059541703,-3.485041088424623e-05
968704,7.45,29,1243,-76400.5,47,4.1618478e-09,4720,0.0,1747880064.0,0.2,3456239225.6,0.0,0.00032,-1.384698212146759,-3.2068821019493045e-05
970752,7.86,30,1247,-75156.2,49,5.2095857e-09,4730,0.0,2427146240.0,0.2,4456404038.4,0.0,0.00032,-1.384647685289383,-2.9505934799090026e-05
972800,7.75,31,1251,-72248.9,50,5.9662852e-09,4740,0.0,2082034688.0,0.2,3787166617.6,5.960464477539063e-08,0.00032,-1.384641057252884,-3.206327091902495e-05
974848,7.41,32,1256,-84287.1,52,5.7916623e-09,4750,0.0,1792014848.0,0.2,3765194432.0,5.960464477539063e-08,0.00032,-1.3846520483493805,-3.3372303005307916e-05
976896,7.98,33,1259,-80553.6,53,4.5693014e-09,4760,0.0,2270296320.0,0.2,4675053721.6,0.0,0.00032,-1.3846094965934754,-3.142811765428632e-05
978944,7.25,34,1263,-67679.4,55,5.8789738e-09,4770,0.0,2256904192.0,0.2,4552452377.6,-1.1920928955078125e-07,0.00032,-1.3846180617809296,-2.9091211035847665e-05
980992,7.74,35,1266,-79721.8,56,5.500624e-09,4780,0.0,2295538432.0,0.2,4271291737.6,-1.1920928955078125e-07,0.00032,-1.3845981270074845,-3.178053593728691e-05
983040,8.49,36,1270,-73084.6,58,6.6065695e-09,4790,0.0,2398431488.0,0.2,4386269504.0,0.0,0.00032,-1.3845903784036637,-3.553321294020861e-05
985088,7.58,37,1273,-72666.3,59,5.646143e-09,4800,0.0,1790994560.0,0.2,3796625196.8,-1.1920928955078125e-07,0.00032,-1.3846145063638686,-3.2859604107216e-05
987136,6.66,38,1275,-65602.8,61,5.355105e-09,4810,0.0,1854839936.0,0.2,3489284307.2,-1.1920928955078125e-07,0.00032,-1.3845872670412063,-3.274410992162302e-05
989184,8.81,39,1276,-79726.9,62,6.1409082e-09,4820,0.0,2108957440.0,0.2,4476493932.8,0.0,0.00032,-1.3845604717731477,-3.0272570438683032e-05
991232,7.36,40,1268,-69341.1,64,6.4610504e-09,4830,0.0,2146191232.0,0.2,4228983712.0,0.0,0.00032,-1.3845551759004593,-3.288224688731134e-05
993280,7.35,41,1268,-79304.5,66,5.7916623e-09,4840,0.0,1673177856.0,0.2,3488908467.2,5.960464477539063e-08,0.00032,-1.3845338344573974,-3.243651590310037e-05
995328,8.39,42,1200,-74332.1,71,6.5774657e-09,4850,0.0,2104270592.0,0.2,4249000684.8,-1.1920928955078125e-07,0.00032,-1.3845192968845368,-3.16149031277746e-05
997376,8.37,43,1133,-79309.6,77,4.976755e-09,4860,0.0,2209579008.0,0.2,4372444505.6,-1.1920928955078125e-07,0.00032,-1.384512907266617,-3.248571010772139e-05
999424,7.99,44,1115,-71840.4,80,6.2864274e-09,4870,0.0,2065031424.0,0.2,4082863257.6,-1.1920928955078125e-07,0.00032,-1.3845079332590102,-2.794687170535326e-05
