time/total_timesteps,rollout/ep_len_mean,time/iterations,time/fps,rollout/ep_rew_mean,time/time_elapsed,train/approx_kl,train/n_updates,train/clip_fraction,train/loss,train/clip_range,train/value_loss,train/explained_variance,train/learning_rate,train/entropy_loss,train/policy_gradient_loss
2426880,7.11,1,1580,-63649.6,1,,,,,,,,,,
2428928,6.75,2,1456,-63646.5,2,1.48429535e-08,11850,0.0,1414895616.0,0.2,2851054854.4,-1.1920928955078125e-07,0.00032,-1.3727347016334535,-4.357948200777173e-05
2430976,7.24,3,1431,-60867.1,4,1.6734703e-08,11860,0.0,1722019584.0,0.2,3292988486.4,0.0,0.00032,-1.3726048439741134,-4.140737000852823e-05
2433024,7.89,4,1405,-73597.7,5,1.481385e-08,11870,0.0,1272829568.0,0.2,2593838700.8,0.0,0.00032,-1.372700074315071,-4.456650058273226e-05
2435072,7.66,5,1395,-61266.3,7,5.7043508e-09,11880,0.0,1646534656.0,0.2,3414284435.2,-1.1920928955078125e-07,0.00032,-1.3725779443979262,-3.22578358463943e-05
2437120,7.17,6,1390,-63649.8,8,7.712515e-09,11890,0.0,1231948416.0,0.2,2574708051.2,1.1920928955078125e-07,0.00032,-1.3728018194437026,-3.505648637656122e-05
2439168,7.05,7,1383,-58083.0,10,1.5221303e-08,11900,0.0,1539786880.0,0.2,2971244480.0,0.0,0.00032,-1.3725651293992995,-4.478516639210284e-05
2441216,7.53,8,1340,-60868.0,12,1.6501872e-08,11910,0.0,1464077056.0,0.2,2731923360.0,0.0,0.00032,-1.3725106775760652,-4.5808765571564435e-05
2443264,8.17,9,836,-68426.9,22,1.9848812e-08,11920,0.0,1316032768.0,0.2,2693622259.2,1.1920928955078125e-07,0.00032,-1.3725482016801833,-4.215787630528212e-05
2445312,6.66,10,870,-58078.9,23,1.5279511e-08,11930,0.0,1566720256.0,0.2,3411198912.0,0.0,0.00032,-1.3722402244806289,-4.0014009573496875e-05
2447360,8.42,11,900,-63654.5,25,6.2282197e-09,11940,0.0,1587330816.0,0.2,3142294585.6,-1.1920928955078125e-07,0.00032,-1.37228981256485,-3.649142163340002e-05
2449408,7.52,12,926,-67628.9,26,1.6909325e-08,11950,0.0,1411775232.0,0.2,2806375366.4,1.1920928955078125e-07,0.00032,-1.3724260568618774,-4.1292468085885045e-05
2451456,7.29,13,950,-56093.0,28,1.5832484e-08,11960,0.0,1582108288.0,0.2,2954769286.4,-1.1920928955078125e-07,0.00032,-1.372328382730484,-4.337412829045206e-05
2453504,7.72,14,969,-70016.2,29,1.1961674e-08,11970,0.0,1399609856.0,0.2,2790304851.2,0.0,0.00032,-1.372296217083931,-3.800770500674844e-05
2455552,7.33,15,983,-58879.5,31,2.1216692e-08,11980,0.0,1624508800.0,0.2,3111042713.6,0.0,0.00032,-1.3722418427467347,-4.273893428035081e-05
2457600,6.83,16,799,-63251.2,40,5.2095857e-09,11990,0.0,1315739904.0,0.2,2550759513.6,0.0,0.00032,-1.3722912460565566,-3.121205663774163e-05
2459648,7.62,17,818,-60869.4,42,1.48429535e-08,12000,0.0,1654104960.0,0.2,3315163033.6,-1.1920928955078125e-07,0.00032,-1.3721180260181427,-4.2099575512111184e-05
2461696,7.05,18,825,-58878.8,44,1.4144462e-08,12010,0.0,1406973568.0,0.2,2746957395.2,0.0,0.00032,-1.3722058683633804,-3.4433158725732936e-05
2463744,7.81,19,842,-68029.3,46,1.1117663e-08,12020,0.0,1341406208.0,0.2,2519051884.8,-1.1920928955078125e-07,0.00032,-1.3721420019865036,-3.652797895483673e-05
2465792,7.39,20,822,-60472.0,49,9.138603e-09,12030,0.0,1429905536.0,0.2,2792456908.8,0.0,0.00032,-1.3722376346588134,-3.561208723112941e-05
2467840,7.49,21,786,-63254.1,54,1.7520506e-08,12040,0.0,1486265344.0,0.2,2679486233.6,0.0,0.00032,-1.3720542699098588,-5.027299339417368e-05
2469888,8.5,22,762,-67636.9,59,1.4115358e-08,12050,0.0,1623763840.0,0.2,3027879296.0,0.0,0.00032,-1.372035938501358,-4.162769473623484e-05
2471936,8.78,23,723,-61274.1,65,9.022187e-09,12060,0.0,1351820288.0,0.2,2638073932.8,0.0,0.00032,-1.3719582229852676,-3.6502268631011245e-05
2473984,7.42,24,736,-60469.8,66,1.4319085e-08,12070,0.0,1261253888.0,0.2,2572063328.0,1.1920928955078125e-07,0.00032,-1.3718783795833587,-3.9319263305515054e-05
2476032,7.41,25,742,-66832.1,68,1.3766112e-08,12080,0.0,1293401216.0,0.2,2540784582.4,0.0,0.00032,-1.3719959199428557,-3.912150277756155e-05
2478080,7.51,26,669,-64049.4,79,1.853914e-08,12090,0.0,1554058240.0,0.2,2913204320.0,0.0,0.00032,-1.3718801736831665,-4.026282695122063e-05
2480128,6.02,27,643,-53702.0,85,1.5919795e-08,12100,0.0,1377275520.0,0.2,2698291897.6,-1.1920928955078125e-07,0.00032,-1.3717065334320069,-4.366994253359735e-05
2482176,7.08,28,621,-58876.4,92,2.013985e-08,12110,0.0,1162628224.0,0.2,2517909100.8,0.0,0.00032,-1.3718208134174348,-3.8064157706685364e-05
2484224,7.39,29,619,-60867.7,95,2.150773e-08,12120,0.0,1457028480.0,0.2,2713894886.4,-1.1920928955078125e-07,0.00032,-1.371721550822258,-4.5447447337210176e-05
2486272,7.6,30,630,-60071.7,97,1.97615e-08,12130,0.0,1214457088.0,0.2,2520331155.2,0.0,0.00032,-1.3716641992330552,-4.023343790322542e-05
2488320,7.32,31,632,-64048.4,100,1.39989424e-08,12140,0.0,1521037824.0,0.2,3022636966.4,0.0,0.00032,-1.3716242164373398,-3.902309981640428e-05
2490368,8.54,32,628,-65646.0,104,1.7491402e-08,12150,0.0,1548358784.0,0.2,2816127283.2,0.0,0.00032,-1.3715457797050477,-4.4952455209568146e-05
2492416,8.35,33,639,-64450.0,105,1.306762e-08,12160,0.0,1254124928.0,0.2,2617994771.2,0.0,0.00032,-1.3715626090764999,-3.626815450843424e-05
2494464,7.21,34,648,-60070.8,107,1.2776582e-08,12170,0.0,1263424512.0,0.2,2791470464.0,1.1920928955078125e-07,0.00032,-1.371462032198906,-3.8848791155032815e-05
2496512,7.45,35,653,-62454.9,109,1.9412255e-08,12180,0.0,1302180096.0,0.2,2611048537.6,0.0,0.00032,-1.3715874016284944,-3.912557731382549e-05
2498560,8.1,36,651,-61268.7,113,1.9819709e-08,12190,0.0,1241025152.0,0.2,2752815852.8,-2.384185791015625e-07,0.00032,-1.3715555369853973,-4.4780794996768233e-05
2500608,7.01,37,660,-56491.1,114,1.0622898e-08,12200,0.0,1488299264.0,0.2,2937108121.6,0.0,0.00032,-1.3713699251413345,-3.9941271825227884e-05
2502656,7.96,38,669,-58483.0,116,1.641456e-08,12210,0.0,1346328576.0,0.2,2609415456.0,0.0,0.00032,-1.371257796883583,-4.8212317051365974e-05
2504704,7.58,39,677,-67630.8,117,2.2322638e-08,12220,0.0,1247473792.0,0.2,2568907302.4,0.0,0.00032,-1.3714189410209656,-4.394500865601003e-05
2506752,7.29,40,646,-60468.7,126,1.9033905e-08,12230,0.0,1347457536.0,0.2,2865748524.8,1.1920928955078125e-07,0.00032,-1.3710740357637405,-3.9994678809307514e-05
2508800,7.38,41,650,-57288.9,129,1.4697434e-08,12240,0.0,1353676032.0,0.2,2656614124.8,0.0,0.00032,-1.3711400359869004,-4.464780795387924e-05
2510848,7.27,42,658,-59672.9,130,1.4930265e-08,12250,0.0,1339071360.0,0.2,2702989203.2,-1.1920928955078125e-07,0.00032,-1.3712903916835786,-4.3908460065722464e-05
2512896,8.35,43,649,-58883.1,135,1.5104888e-08,12260,0.0,1282707328.0,0.2,2552196582.4,5.960464477539063e-08,0.00032,-1.3710757583379745,-4.0964660001918674e-05
2514944,7.93,44,657,-65245.4,137,1.2892997e-08,12270,0.0,1131880960.0,0.2,2321688960.0,1.1920928955078125e-07,0.00032,-1.371264213323593,-3.533239359967411e-05
2516992,7.78,45,665,-66038.0,138,1.1845259e-08,12280,0.0,1360992256.0,0.2,2857629260.8,-1.1920928955078125e-07,0.00032,-1.3710559725761413,-3.7659809459000825e-05
2519040,6.81,46,672,-61259.6,140,1.3882527e-08,12290,0.0,1231972096.0,0.2,2602807724.8,1.1920928955078125e-07,0.00032,-1.370985209941864,-4.0176539914682505e-05
2521088,7.29,47,679,-59275.9,141,1.4697434e-08,12300,0.0,1258582016.0,0.2,2765654611.2,0.0,0.00032,-1.3710293799638749,-4.3672241736203433e-05
